0.005,166.9
0.01,96.6
0.015,99.2
0.02,99.8
0.025,99.7
0.03,96.4
0.035,96.5
0.04,96.3
0.045,96.4
0.05,96.0
0.055,132.0
0.06,132.5
0.065,132.9
0.07,132.2
0.075,132.9
0.08,133.1
0.085,133.1
0.09,132.9
0.095,132.5
0.1,133.3
